ProjectID, BugId, Abstractness (%), AfferentCouplings, AverageBlockDepth, AverageCyclomaticComplexity, AverageDepthofInheritanceHierarchy, AverageLinesOfCodePerMethod, AverageNumberofConstructorsPerType, AverageNumberofFieldsPerType, AverageNumberofMethodsPerType, AverageNumberofParameters, AverageNumberofSubtypes, EfferentCouplings, LinesofCode, NumberofConstructors, NumberofFields, NumberofLines, NumberofMethods, NumberofOperands, NumberofOperators, NumberofPackages, NumberofTypes, NumberofUniqueOperands, NumberofUniqueOperators, ProgramLength, ProgramVocabulary, ProgramVolume, Numberofdeliveredbugs, WeightedMethods,InDegree,OutDegree,DegreeCentrality, CBO, RFC, NoOfTestCasesExecuteFaultMethod, NoOfTestCasesPassesCoversFaultNode, NoOfTestCasesFailsCoversFaultNode, NoOfTestCasesExecutesDynamicCallGraph,StatementCoverage (%),FilesChangeCount,ClassesChangeCount,MethodsChangeCount,LinesChangeCount,LinesAdded,LinesRemoved,LinesModified,RelevantTestCount,FailingTestCount,Priority,ChangesMethodSignature,ChangesMethodCallArgs,AddsMethodCall,ChangesCondition,AddsVariable,AddsIfStmt,AddsLoop,AddsMethod, TotalPassTest, TotalFailTest, MatrixDensity, MatrixSparsity, ActiveMatrixDensity, MatrixDiversity, MatrixUniqueness, MatrixDDU, Class6
Math,44, 13.9,0,1.15,2,2.51,10.63,0.76,1.64,5.74,0.78,0.67,839,118472,1125,3237,216838,8453,340999,156160,103,1472,32267,54,497159,32321,7447533.4,2482.51,19313,1,17,18,41,30,137,136,1,137,96.5,1,1,1,7,6,1,0,164,1,3,0,0,0,0,1,0,1,0,161,1,0.202587519,0.797412481,0.4051750381,0.960049076,0.2657534247,0.1033748721,D
Math,45, 15,0,1.16,2.02,2.49,10.66,0.82,1.74,6.03,0.79,0.65,812,116631,1118,3181,213744,8231,336557,154228,103,1363,32121,54,490785,32175,7348844.05,2449.61,19030,1,2,3,2,4,31,30,1,31,81.2,1,1,1,5,5,0,0,461,1,2,0,0,0,1,0,0,0,0,432,1,0.0397649909,0.9602350091,0.0795299817,0.9881532803,0.4885993485,0.0383979539,A
Math,46, 15.4,0,1.15,2.03,2.48,10.61,0.84,1.74,6.15,0.79,0.65,775,106183,1087,3010,199564,7959,317425,141790,103,1294,24119,54,459215,24173,6686679.62,2228.89,18471,1,6,7,7,20,17,15,2,17,93.9,1,1,1,2,0,0,2,199,2,2,0,0,0,0,0,0,0,0,188,2,0.0314560721,0.9685439279,0.0629121442,0.9443052075,0.2451361868,0.0145631156,A
Math,47, 15.4,0,1.15,2.03,2.48,10.61,0.84,1.74,6.15,0.79,0.65,775,106184,1087,3009,199562,7959,317433,141799,103,1294,24119,54,459232,24173,6686927.16,2228.98,18470,1,6,7,9,20,17,15,2,17,93.8,1,1,1,5,2,0,3,199,2,2,0,0,0,1,0,0,0,0,188,2,0.0315584682,0.9684415318,0.0631169363,0.9443052075,0.2451361868,0.0146105216,A
Math,48, 15.4,0,1.15,2.03,2.49,10.63,0.84,1.74,6.13,0.79,0.65,777,106366,1092,3013,199857,7952,317935,141899,103,1297,24120,54,459834,24174,6695720.39,2231.91,18510,1,9,10,14,13,32,31,1,32,95.9,1,1,1,3,3,0,0,36,1,3,0,0,0,1,0,0,0,0,35,1,0.1092013889,0.8907986111,0.2184027778,0.953968254,0.08125,0.016928382,A
Math,49, 15.6,0,1.15,2.04,2.49,10.6,0.82,1.73,6.18,0.79,0.65,777,105720,1064,2962,198781,7956,315981,141198,103,1286,24035,54,457179,24089,6654737.24,2218.25,18496,2,11,13,22,19,2,1,1,2,84.9,1,1,4,4,0,0,4,35,1,3,0,0,0,0,0,0,0,0,34,1,0.0513533835,0.9486466165,0.1027067669,0.9831932773,0.1447368421,0.0146156136,A
Math,50, 15.6,0,1.15,2.04,2.49,10.6,0.82,1.73,6.18,0.8,0.65,777,105706,1064,2960,198748,7953,315921,141182,103,1286,24035,54,457103,24089,6653630.98,2217.88,18505,1,9,10,14,13,32,31,1,32,96,1,1,1,4,0,4,0,36,1,3,0,0,0,1,0,0,0,0,35,1,0.1085779175,0.8914220825,0.2171558351,0.953968254,0.072327044,0.014983254,A
Math,51, 25.5,471,1.16,2.21,2.61,8.83,1.27,2.04,6.39,1.08,1.05,535,54296,907,2086,126334,4544,145772,70537,51,711,7324,53,216309,7377,2779315.08,926.44,12081,1,9,10,14,13,32,31,1,32,97.2,1,1,1,9,9,0,0,36,1,3,0,0,0,1,0,0,0,0,35,1,0.1167800454,0.8832199546,0.2335600907,0.953968254,0.0816326531,0.0181884826,A
Math,52, 15.8,0,1.15,1.99,2.48,10.39,0.82,1.74,6.23,0.79,0.65,767,102918,1043,2921,194736,7896,307220,136347,103,1266,23784,54,443567,23838,6449896.91,2149.97,17947,1,11,12,12,14,2,1,1,2,100,1,1,1,4,1,0,3,28,1,3,0,0,0,1,0,0,0,0,27,1,0.0752201566,0.9247798434,0.1504403131,0.9947089947,0.154109589,0.0230616266,A
Math,53, 15.9,0,1.14,1.97,2.47,10.23,0.82,1.75,6.23,0.78,0.64,754,99112,1025,2865,188903,7698,295506,130222,103,1235,22832,54,425728,22886,6165468.55,2055.16,17268,1,4,5,1,11,20,19,1,20,96.1,1,1,1,3,3,0,0,179,1,3,0,0,0,1,0,0,0,0,166,1,0.0316299916,0.9683700084,0.0632599831,0.9264122358,0.245398773,0.0143815515,A
Math,54, 15.5,0,1.15,1.98,2.48,10.36,0.8,1.76,6.26,0.78,0.64,701,91925,911,2719,174417,7085,274758,121701,89,1131,21983,54,396459,22037,5719967.81,1906.66,15971,1,15,16,0,68,20,19,1,20,90.2,1,1,1,7,6,0,1,64,1,2,0,0,0,1,0,0,0,0,62,1,0.20995281,0.79004719,0.4199056199,0.9984639017,0.4972972973,0.208497165,A
Math,55, 15.5,0,1.15,1.99,2.48,10.36,0.8,1.77,6.26,0.78,0.65,695,91180,906,2703,172947,7031,272246,120637,89,1122,21908,54,392883,21962,5666442.21,1888.81,15879,1,1,2,0,8,4,3,1,4,93,1,1,1,18,17,0,1,88,1,3,0,1,0,1,0,0,0,0,87,1,0.0696548822,0.9303451178,0.1393097643,0.9333855799,0.2777777778,0.0361193681,A
Math,56, 15.5,0,1.15,1.99,2.48,10.36,0.8,1.77,6.26,0.78,0.65,695,91176,906,2703,172924,7030,272205,120625,89,1122,21901,54,392830,21955,5665497.14,1888.5,15879,0,0,0,0,0,0,0,0,0,86.7,1,1,1,7,0,6,1,5,1,2,0,0,0,0,1,0,1,0,4,1,0.05,0.95,0.1,1,0.0375,0.00375,A
Math,57, 15.6,0,1.14,1.97,2.73,10.11,0.89,1.77,6.28,0.78,0.65,686,90231,1008,2702,172088,7041,267506,120197,89,1121,21831,54,387703,21885,5589768,1863.26,15944,1,4,5,8,15,4,3,1,4,96.7,1,1,1,1,0,0,1,4,1,2,0,0,0,0,0,0,0,0,3,1,0.082,0.918,0.164,1,0.024,0.003936,A
Math,58, 15.7,0,1.14,1.97,2.76,10.08,0.91,1.78,6.27,0.78,0.65,680,89424,1019,2701,170956,6974,264990,119585,89,1111,21766,54,384575,21820,5543019.26,1847.67,15859,1,5,6,12,18,8,7,1,8,65.2,1,1,1,1,0,0,1,8,1,3,0,1,0,0,0,0,0,0,7,1,0.2454637097,0.7545362903,0.4909274194,0.9285714286,0.0443548387,0.0202196489,A
Math,60, 16.2,0,1.15,1.96,2.81,10.06,0.91,1.78,6.26,0.78,0.65,664,86515,988,2610,165635,6761,255670,115183,88,1079,21182,54,370853,21236,5330724.25,1776.91,15284,1,2,3,5,5,8,7,1,8,82.6,1,1,1,12,2,9,1,26,1,2,0,0,0,1,0,1,0,0,25,1,0.0958579882,0.9041420118,0.1917159763,0.9876923077,0.1487179487,0.0281606947,A
Math,61, 15.8,0,1.15,1.93,2.87,10.01,0.9,1.79,6.57,0.76,0.66,730,94793,1036,2805,178847,7564,277522,125723,91,1151,21473,54,403245,21527,5804251.93,1934.75,16824,1,3,4,4,5,12,11,1,12,87.5,1,1,1,2,0,0,2,12,1,2,1,0,0,0,0,0,0,0,11,1,0.0730633803,0.9269366197,0.1461267606,1,0.0633802817,0.0092615552,A
Math,62, 15.9,0,1.15,1.93,2.86,10.03,0.9,1.79,6.58,0.76,0.66,729,94871,1034,2800,178954,7561,277686,125701,91,1148,21461,54,403387,21515,5805971.36,1935.32,16819,1,1,2,14,8,2,1,1,2,66.7,1,1,1,4,0,1,3,2,1,3,0,1,1,0,1,0,0,0,1,1,0.1975308642,0.8024691358,0.3950617284,1,0.0164609053,0.0065030737,A
Math,64, 15.9,0,1.13,1.85,2.85,9.48,0.87,1.82,6.58,0.76,0.66,728,86391,965,2687,164868,7294,246816,109876,89,1108,15086,52,356692,15138,4952984.8,1650.99,15473,1,7,8,12,18,51,49,2,51,98.2,1,1,1,27,19,5,3,57,2,3,0,1,1,1,0,0,0,0,52,2,0.1488696489,0.8511303511,0.2977392977,0.8721174004,0.1363636364,0.0354086758,A
Math,65, 16,0,1.13,1.85,2.85,9.49,0.86,1.82,6.6,0.76,0.66,725,86238,960,2682,164566,7288,246634,109784,87,1104,15070,52,356418,15122,4948636.29,1649.55,15455,0,0,0,0,0,0,0,0,0,94.5,1,1,1,7,0,5,2,77,1,3,0,0,0,0,1,0,1,0,74,1,0.0500995025,0.9499004975,0.100199005,0.9300900901,0.0615671642,0.0057376966,B
Math,66, 16.1,0,1.13,1.85,2.84,9.49,0.86,1.82,6.61,0.76,0.66,718,85607,951,2644,163100,7246,245078,109115,87,1095,14800,52,354193,14852,4908537.5,1636.18,15363,1,5,6,13,9,10,6,4,10,97,1,1,4,22,0,11,11,10,4,3,0,1,1,0,1,1,1,1,6,4,0.053724605,0.946275395,0.1074492099,0.9777777778,0.0316027088,0.0033202264,A
Math,67, 16.3,0,1.13,1.85,2.85,9.48,0.87,1.83,6.66,0.76,0.66,711,84957,943,2617,161990,7201,243763,108388,87,1080,14732,52,352151,14784,4877907.27,1625.97,15250,1,1,2,19,13,1,0,1,1,73.3,1,1,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0.1727272727,0.8272727273,0.3454545455,1,0.0242424242,0.0083746556,A
Math,68, 16.4,0,1.13,1.85,2.83,9.51,0.85,1.61,6.76,0.76,0.66,695,83586,894,2367,158984,7086,239050,106800,85,1048,14685,52,345850,14737,4789038.64,1596.35,14959,1,6,7,11,16,43,41,2,43,98.2,1,1,1,12,10,0,2,44,2,3,0,0,1,1,0,0,0,0,42,2,0.1738816739,0.8261183261,0.3477633478,0.8625792812,0.1666666667,0.0499955764,A
Math,69, 16.4,0,1.13,1.85,2.83,9.51,0.85,1.61,6.76,0.76,0.66,695,83593,894,2367,158980,7086,239050,106810,85,1048,14680,52,345860,14732,4789007.79,1596.34,14960,1,5,6,17,12,7,5,2,7,91.3,1,1,1,1,0,0,1,17,2,3,0,0,0,0,0,0,0,0,13,2,0.0723700887,0.9276299113,0.1447401774,0.9428571429,0.0342205323,0.0046700524,A
Math,70, 16.4,0,1.13,1.85,2.83,9.51,0.85,1.61,6.75,0.76,0.66,695,83584,894,2368,158957,7084,239008,106783,85,1048,14677,52,345791,14729,4787950.77,1595.98,14957,1,1,2,5,6,1,0,1,1,100,1,1,1,1,0,0,1,16,1,2,0,1,0,0,0,0,0,0,15,1,0.096875,0.903125,0.19375,0.975,0.3166666667,0.0598203125,A
Math,71, 16.8,0,1.13,1.83,2.86,9.39,0.88,1.68,6.95,0.75,0.66,686,81838,889,2366,156294,7012,229504,103433,85,1008,14604,52,332937,14656,4607582.99,1535.86,14643,1,15,16,18,17,48,47,1,48,93.1,2,2,2,7,7,0,0,116,2,4,0,0,1,0,0,0,0,0,112,2,0.3145429363,0.6854570637,0.6290858726,0.9832324173,0.3473684211,0.2148604375,B
Math,72, 16.8,0,1.13,1.83,2.9,9.41,0.88,1.66,6.98,0.74,0.65,668,79784,863,2280,152065,6814,223324,100775,83,976,14284,52,324099,14336,4474949.92,1491.65,14262,1,4,5,12,9,3,2,1,3,92,1,1,1,2,0,0,2,214,1,4,0,1,0,0,0,0,0,0,151,1,0.1577706058,0.8422293942,0.3155412115,0.7052980132,0.3773584906,0.0839813546,A
Math,73, 16.8,0,1.13,1.83,2.9,9.41,0.88,1.66,6.98,0.74,0.65,668,79776,863,2280,152054,6814,223286,100762,83,976,14283,52,324048,14335,4474213.13,1491.4,14261,1,4,5,11,9,2,1,1,2,99.2,1,1,1,4,4,0,0,214,1,4,0,0,0,1,0,0,0,0,165,1,0.0735277559,0.9264722441,0.1470555118,0.7483023001,0.1962616822,0.0215970237,A
Math,74, 16.8,0,1.14,1.85,2.89,9.51,0.88,1.68,6.99,0.75,0.65,666,80468,858,2297,152843,6809,225723,102731,83,973,14337,52,328454,14389,4536829.57,1512.28,14388,1,18,19,22,23,53,52,1,53,87,1,1,1,7,3,0,4,56,1,3,0,0,0,0,0,0,1,0,55,1,0.1032713899,0.8967286101,0.2065427797,0.9915584416,0.0894308943,0.0183153789,C
Math,75, 16.8,0,1.14,1.84,2.89,9.42,0.88,1.69,7.09,0.73,0.65,664,80891,858,2297,153349,6906,226310,103193,83,973,14409,52,329503,14461,4553691.82,1517.9,14488,1,1,2,0,16,1,0,1,1,96,1,1,1,1,0,0,1,8,1,2,0,0,1,0,0,0,0,0,7,1,0.3541666667,0.6458333333,0.7083333333,1,0.5555555556,0.3935185185,A
Math,76, 16.8,0,1.14,1.84,2.89,9.42,0.88,1.69,7.09,0.73,0.65,664,80884,858,2297,153341,6906,226304,103193,83,973,14408,52,329497,14460,4553576.02,1517.86,14486,1,6,7,26,13,11,9,2,11,59.8,1,1,1,14,6,0,8,17,2,3,0,1,0,0,0,0,0,0,15,2,0.0790630685,0.9209369315,0.1581261371,0.9926470588,0.0347938144,0.005461357,A
Math,77, 16.7,0,1.14,1.84,2.9,9.41,0.88,1.69,7.09,0.73,0.65,664,80693,858,2299,152825,6892,225425,102818,83,972,14370,52,328243,14422,4534999.91,1511.67,14459,1,4,5,22,15,1,0,1,1,84.1,2,2,2,10,0,9,1,346,2,3,0,0,0,0,0,0,0,1,344,2,0.0230343921,0.9769656079,0.0460687842,0.9923598894,0.2497212932,0.0114164618,A
Math,78, 17.4,0,1.14,1.85,2.9,9.49,0.93,1.79,7.41,0.73,0.64,654,79726,851,2248,151162,6736,223041,101901,83,908,14240,52,324942,14292,4485148.49,1495.05,14247,1,10,11,15,22,88,87,1,88,98.2,1,1,1,11,11,0,0,118,1,3,0,0,0,1,0,0,1,0,115,1,0.2547248011,0.7452751989,0.5094496021,0.9233883058,0.3076923077,0.1447445554,A
Math,80, 17.4,0,1.14,1.85,2.91,9.48,0.94,1.79,7.42,0.73,0.64,653,79488,852,2208,150764,6727,222246,101484,82,906,14117,52,323730,14169,4464382.48,1488.13,14227,0,0,0,0,0,0,0,0,0,93,1,1,1,1,0,0,1,36,1,3,0,0,0,0,0,0,0,0,35,1,0.0790732047,0.9209267953,0.1581464093,0.9936507937,0.0719874804,0.0113122786,B
Math,81, 17.4,0,1.14,1.85,2.91,9.48,0.94,1.79,7.42,0.73,0.64,653,79450,852,2208,150717,6726,222110,101415,82,906,14047,52,323525,14099,4459243.82,1486.41,14224,0,0,0,0,0,0,0,0,0,89.3,1,1,3,4,1,0,3,35,1,3,0,0,0,1,0,0,0,0,34,1,0.0781578359,0.9218421641,0.1563156718,0.9932773109,0.06885759,0.0106911606,A
Math,82, 17.5,0,1.14,1.84,2.92,9.43,0.94,1.78,7.43,0.73,0.64,645,78345,844,2177,148665,6661,218929,100043,82,896,13697,51,318972,13748,4384887.07,1461.63,14182,1,5,6,29,14,14,13,1,14,96.7,1,1,1,1,0,0,1,14,1,3,0,0,0,1,0,0,0,0,13,1,0.1418022905,0.8581977095,0.2836045811,0.9450549451,0.0316455696,0.0084817061,A
Math,83, 17.5,0,1.14,1.84,2.92,9.43,0.94,1.78,7.43,0.73,0.64,645,78331,844,2177,148649,6660,218845,100013,82,896,13696,51,318858,13747,4383286.46,1461.1,14181,1,8,9,51,31,11,10,1,11,91.9,1,1,2,3,0,0,3,17,1,3,0,1,1,0,0,0,0,0,16,1,0.1310498883,0.8689501117,0.2620997766,0.9632352941,0.0464135021,0.011717727,A
Math,84, 17.5,0,1.14,1.84,2.92,9.43,0.94,1.78,7.42,0.73,0.64,645,78305,844,2177,148603,6656,218767,99978,82,896,13690,51,318745,13741,4381532.32,1460.51,14175,1,3,4,16,9,4,2,2,4,100,1,1,1,9,9,0,0,5,2,5,0,0,0,0,1,1,1,0,3,2,0.3641791045,0.6358208955,0.728358209,1,0.1492537313,0.1087101804,A
Math,85, 17.7,0,1.14,1.84,2.94,9.39,0.95,1.81,7.45,0.74,0.64,631,76762,838,2174,146311,6539,213388,98242,83,877,11524,50,311630,11574,4206568.69,1402.19,13972,1,2,3,3,4,18,17,1,18,93.9,1,1,1,1,0,0,1,92,1,3,0,0,0,1,0,0,0,0,91,1,0.0840961098,0.9159038902,0.1681922197,0.9543717152,0.4298245614,0.0689945348,A
Math,86, 18.4,0,1.13,1.84,2.95,9.39,0.98,1.88,7.81,0.74,0.64,589,72998,788,2140,138874,6226,203907,93901,80,797,11205,50,297808,11255,4007982.98,1335.99,13286,1,3,4,8,8,12,10,2,12,97.3,1,1,1,6,3,3,0,12,2,2,0,0,0,1,0,1,0,0,10,2,0.0840192044,0.9159807956,0.1680384088,0.9848484848,0.0658436214,0.0108966171,A
Math,87, 18.4,0,1.14,1.84,2.96,9.39,0.98,1.88,7.81,0.74,0.64,589,73005,789,2140,138883,6226,203882,93896,80,797,11193,50,297778,11243,4007120.95,1335.71,13292,1,4,5,45,26,15,14,1,15,92.4,1,1,1,4,0,2,2,16,1,3,0,0,0,1,0,0,0,0,15,1,0.1288728632,0.8711271368,0.2577457265,0.975,0.0491452991,0.0123503161,A
Math,88, 18.4,0,1.14,1.84,2.96,9.39,0.98,1.88,7.81,0.74,0.64,588,73023,789,2138,138886,6225,203943,93934,80,797,11198,50,297877,11248,4008644.24,1336.21,13289,1,8,9,51,30,9,8,1,9,92.4,1,1,1,11,5,6,0,15,1,3,0,0,0,1,0,1,1,0,14,1,0.1283475783,0.8716524217,0.2566951567,0.9714285714,0.0491452991,0.0122549214,A
Math,89, 18,0,1.13,1.82,3.05,9.33,0.95,1.71,7.37,0.7,0.66,561,63858,705,1937,123499,5475,174383,81728,78,742,10902,49,256111,10951,3436695.88,1145.57,11626,0,0,0,0,0,0,0,0,0,99.1,1,1,1,4,4,0,0,7,1,3,0,0,0,1,0,0,0,0,6,1,0.4619047619,0.5380952381,0.9238095238,1,0.5666666667,0.5234920635,A
Math,90, 18,0,1.13,1.82,3.05,9.33,0.95,1.71,7.37,0.7,0.66,561,63855,705,1937,123496,5474,174376,81726,78,742,10902,49,256102,10951,3436575.11,1145.53,11625,0,0,0,0,0,0,0,0,0,99.1,1,1,2,3,3,0,0,7,1,3,0,0,1,0,0,0,0,1,6,1,0.4729064039,0.5270935961,0.9458128079,1,0.5862068966,0.5544419908,A
Math,91, 18.1,0,1.12,1.81,3.05,9.16,0.94,1.73,7.35,0.69,0.67,524,62394,702,1921,121267,5435,171020,80532,78,739,10764,49,251552,10813,3370917.35,1123.64,11495,1,1,2,1,5,1,0,1,1,96.6,1,1,1,2,0,0,2,62,1,3,0,0,0,0,0,0,0,0,55,1,0.0797342193,0.9202657807,0.1594684385,0.9525974026,0.3604651163,0.0547579748,A
Math,92, 18.4,0,1.11,1.81,3.16,9.09,0.95,1.82,7.54,0.71,0.67,445,52355,582,1605,103689,4620,143168,67981,68,612,9756,47,211149,9803,2799626.19,933.21,9812,1,1,2,0,8,4,3,1,4,93,1,1,2,54,48,5,1,547,1,3,0,0,0,1,1,1,0,0,196,1,0.0397827883,0.9602172117,0.0795655767,0.9254117891,0.8139534884,0.0599321463,A
Math,93, 18.5,0,1.11,1.81,3.15,9.07,0.95,1.82,7.55,0.71,0.67,443,52065,580,1593,103204,4611,142373,67552,68,610,9715,47,209925,9762,2782127.84,927.38,9771,1,1,2,0,6,2,1,1,2,92.8,1,1,2,10,8,0,2,546,1,2,0,0,0,1,1,1,0,0,195,1,0.039155197,0.960844803,0.0783103939,0.9245944532,0.8139534884,0.058934592,A
Math,94, 18,0,1.11,1.81,3.14,9.06,0.94,1.84,7.61,0.71,0.66,438,51729,572,1589,102652,4600,141728,67285,58,604,9673,47,209013,9720,2768740.99,922.91,9730,0,0,0,0,0,0,0,0,0,92.8,1,1,1,1,0,0,1,546,1,2,0,0,0,1,0,0,0,0,195,1,0.039155197,0.960844803,0.0783103939,0.9245944532,0.8139534884,0.058934592,A
Math,95, 18.7,0,1.08,1.77,3.11,8.82,0.92,1.71,7.2,0.63,0.67,405,43194,501,1341,88198,3913,116749,55610,58,543,8689,47,172359,8736,2256654.52,752.22,8181,1,1,2,9,11,3,2,1,3,100,1,1,1,3,2,0,1,23,1,2,0,0,0,0,0,1,0,0,21,1,0.1325042882,0.8674957118,0.2650085763,0.9177489177,0.1320754717,0.0321222517,A
Math,96, 18.6,0,1.08,1.76,3.11,8.75,0.92,1.72,7.13,0.63,0.66,394,42102,496,1331,86426,3833,113247,54127,58,537,8072,47,167374,8119,2173700.58,724.57,8013,1,2,3,1,10,38,37,1,38,97.7,1,1,1,1,0,0,1,171,1,2,0,0,0,0,0,0,0,0,147,1,0.1908201305,0.8091798695,0.381640261,0.9253539254,1,0.3531523135,A
Math,97, 18.2,0,1.07,1.76,3.09,8.79,0.92,1.7,6.61,0.65,0.63,370,36720,455,1212,77054,3268,98813,47118,58,494,7268,47,145931,7315,1873264.02,624.42,6941,1,4,5,7,8,32,31,1,32,93,1,1,1,16,14,0,2,129,1,2,0,0,0,1,0,0,0,0,58,1,0.122697126,0.877302874,0.245394252,0.8573933372,0.3695652174,0.0777562988,A
Math,98, 18.2,0,1.07,1.76,3.09,8.79,0.92,1.7,6.61,0.65,0.63,369,36566,455,1193,77194,3266,98855,47067,53,494,7244,47,145922,7291,1872456.65,624.15,6947,1,2,3,0,7,3,2,1,3,86,2,2,2,2,0,0,2,133,2,3,0,0,0,0,0,0,0,0,111,2,0.0992585506,0.9007414494,0.1985171012,0.983091024,0.7387387387,0.1441725332,A
Math,99, 18.1,0,1.12,1.81,3.14,9.05,0.96,1.81,7.8,0.7,0.66,460,55800,614,1654,109260,4939,152491,72115,72,633,10200,47,224606,10247,2992406.41,997.47,10451,1,2,3,0,6,1,0,1,1,98.9,1,1,2,8,8,0,0,560,2,2,0,0,0,1,0,0,0,0,275,2,0.0299638989,0.9700361011,0.0599277978,0.9354104536,0.575,0.0322328259,A
Math,100, 17.2,0,1.07,1.75,3.14,8.72,0.96,1.75,6.79,0.65,0.64,374,36788,472,1184,77599,3307,100845,47391,52,487,6870,47,148236,6917,1890888.14,630.3,7027,1,3,4,19,12,3,2,1,3,100,1,1,2,3,0,0,3,48,1,4,0,0,0,0,0,0,0,0,47,1,0.1973684211,0.8026315789,0.3947368421,0.7118794326,0.2192982456,0.0616239121,A
Math,101, 17.3,0,1.07,1.75,3.14,8.72,0.96,1.75,6.79,0.65,0.64,374,36683,470,1179,77471,3297,100565,47254,52,485,6849,47,147819,6896,1884920.49,628.31,7008,1,5,6,0,20,26,24,2,26,85.7,1,1,1,2,1,0,1,70,2,3,0,0,0,1,0,0,0,0,68,2,0.4836734694,0.5163265306,0.9673469388,0.8314699793,0.4285714286,0.3447085454,A
Math,102, 17,0,1.07,1.76,3.16,8.81,0.96,1.82,6.61,0.66,0.65,363,35463,458,1143,74135,3150,96679,45524,52,476,6671,47,142203,6718,1807942.78,602.65,6780,2,2,4,4,6,6,0,6,6,91.7,1,1,1,17,17,0,0,30,6,3,0,0,0,1,0,0,1,0,24,6,0.1239852399,0.8760147601,0.2479704797,1,0.1439114391,0.0356857886,B
Math,103, 18.2,0,1.05,1.78,3.17,8.76,0.98,1.92,6.57,0.69,0.62,354,33187,437,1120,70734,2924,90625,42982,52,445,6486,47,133607,6533,1693272.31,564.42,6394,1,1,2,4,4,8,7,1,8,97.2,1,1,1,10,10,0,0,20,1,2,0,0,0,1,0,0,0,0,19,1,0.1842105263,0.8157894737,0.3684210526,0.9157894737,0.2280701754,0.0769499927,A
Math,105, 21,0,1.06,1.79,3.31,8.18,0.83,2,8.29,0.65,0.63,232,22422,227,657,48813,2247,61064,26793,44,271,4183,47,87857,4230,1058364.25,352.79,4432,0,0,0,0,0,0,0,0,0,100,1,1,1,1,0,0,1,9,1,3,0,0,0,0,0,0,0,0,8,1,0.4343434343,0.5656565657,0.8686868687,0.9166666667,0.5454545455,0.4343434343,A
Math,106, 21.5,0,1.05,1.77,3.32,8.1,0.84,2.04,8.27,0.62,0.64,226,21709,224,652,47167,2194,58486,25535,42,265,4078,44,84021,4122,1009019.01,336.34,4300,1,8,9,8,10,8,7,1,8,84.2,1,1,1,8,8,0,0,16,1,3,0,0,0,1,0,0,0,0,15,1,0.3338414634,0.6661585366,0.6676829268,0.9083333333,0.2195121951,0.1331294616,A
Time,1, 11.6,0,1.1,1.49,3.42,7.83,1.28,2,17.5,0.51,0.71,367,80953,650,2029,138894,8858,264735,113540,21,506,8762,49,378275,8811,4957327.93,1652.44,14245,1,1,2,3,4,7,6,1,165,92.9,2,2,2,13,9,3,1,4011,1,0,0,0,0,1,0,1,0,0,3822,1,0.0555941003,0.9444058997,0.1111882006,0.9981176478,0.6626394052,0.0735389957,A
Time,2, 11.6,0,1.1,1.49,3.42,7.83,1.28,2,17.5,0.51,0.71,367,80897,650,2029,138890,8858,264620,113482,21,506,8760,49,378102,8809,4954936.92,1651.65,14239,1,5,6,24,13,31,30,1,194,92.8,2,2,2,7,6,0,1,4011,1,0,0,0,0,1,0,0,0,0,3924,22,0.1863013682,0.8136986318,0.3726027365,0.9988555255,0.5848946136,0.2176839144,F
Time,3, 11.6,0,1.1,1.49,3.42,7.83,1.28,2,17.5,0.51,0.71,367,80904,650,2029,138842,8855,264614,113470,21,506,8759,49,378084,8808,4954639.11,1651.55,14232,1,5,6,48,14,3,2,1,41,99.2,1,1,10,20,20,0,0,1307,5,0,0,0,0,1,0,0,0,0,1302,5,0.0551071401,0.9448928599,0.1102142802,0.999350886,0.4781771502,0.0526677408,B
Time,4, 11.6,0,1.1,1.49,3.42,7.83,1.28,2,17.45,0.51,0.71,367,80749,650,2030,138664,8831,263979,113266,21,506,8732,49,377245,8781,4941973.45,1647.32,14208,1,8,9,24,15,28,27,1,31,100,1,1,1,1,0,0,1,770,1,0,0,1,0,0,0,0,0,0,763,1,0.0385867193,0.9614132807,0.0771734386,0.9993412611,0.325207216,0.0250808265,A
Time,5, 11.6,0,1.1,1.49,3.42,7.81,1.27,1.99,17.43,0.51,0.71,367,80391,643,2028,138211,8822,263285,113155,21,506,8707,49,376440,8756,4929879.41,1643.29,14178,3,13,16,30,36,21,18,3,33,100,1,1,1,12,6,0,6,1950,3,0,0,0,0,1,0,1,0,0,1821,3,0.0520238016,0.9479761984,0.1040476032,0.998113169,0.4646464646,0.0482541315,A
Time,6, 11.2,0,1.11,1.51,3.39,7.87,1.24,1.97,16.79,0.51,0.68,384,82094,660,2079,140669,8933,267399,115366,26,532,9184,49,382765,9233,5042004.02,1680.67,14512,2,4,6,11,8,31,27,4,87,81.5,1,2,3,26,26,0,0,2663,5,0,0,0,0,1,0,0,0,0,2512,5,0.0450569204,0.9549430796,0.0901138409,0.9985090257,0.5355297158,0.0481866872,A
