%
% !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
%

@relation 'allfeatures.names'
@attribute ABSTR real
@attribute AFFC real
@attribute ABKD real
@attribute ACYC real
@attribute ADIH real
@attribute ALOCPM real
@attribute ANOCPT real
@attribute ANOFPT real
@attribute ANOMPT real
@attribute ANOPR real
@attribute ANSBT real
@attribute EFFC real
@attribute LOC real
@attribute NOC real
@attribute NOF real
@attribute NOM real
@attribute NOP real
@attribute NOPT real
@attribute NOPK real
@attribute NOT real
@attribute NOUOP real
@attribute NOUOPT real
@attribute PRL real
@attribute PRVOC real
@attribute PRV real
@attribute NDB real
@attribute WM real
@attribute InDeg real
@attribute OutDeg real
@attribute DegCtrl real
@attribute CBO real
@attribute RFC real
@attribute StatementCoverage real
@attribute MSIGCH real
@attribute MCARGCH real
@attribute AMCAL real
@attribute CHCOND real
@attribute AV real
@attribute AIF real
@attribute AL real
@attribute AM real
@attribute TPT real
@attribute TFT real
@attribute MATD real
@attribute MATSP real
@attribute class {A, B, C, D, E, F}
@data
11.6,0,1.1,1.49,3.42,7.83,1.28,2,17.5,0.51,0.71,367,80904,650,2029,8855,264614,113470,21,506,8759,49,378084,8808,4954639.11,1651.55,14232,1,5,6,48,14,99.2,0,0,0,1,0,0,0,0,1302,5,0.0551071401,0.9448928599,B
11.6,0,1.1,1.49,3.42,7.83,1.28,2,17.45,0.51,0.71,367,80749,650,2030,8831,263979,113266,21,506,8732,49,377245,8781,4941973.45,1647.32,14208,1,8,9,24,15,100,0,1,0,0,0,0,0,0,763,1,0.0385867193,0.9614132807,A
11.6,0,1.1,1.49,3.42,7.81,1.27,1.99,17.43,0.51,0.71,367,80391,643,2028,8822,263285,113155,21,506,8707,49,376440,8756,4929879.41,1643.29,14178,3,13,16,30,36,100,0,0,0,1,0,1,0,0,1821,3,0.0520238016,0.9479761984,A
11.2,0,1.11,1.51,3.39,7.87,1.24,1.97,16.79,0.51,0.68,384,82094,660,2079,8933,267399,115366,26,532,9184,49,382765,9233,5042004.02,1680.67,14512,2,4,6,11,8,81.5,0,0,0,1,0,0,0,0,2512,5,0.0450569204,0.9549430796,A
11.3,0,1.11,1.51,3.39,7.9,1.24,2.1,16.75,0.51,0.69,383,81761,659,2076,8861,266502,114973,26,529,9156,49,381475,9205,5023339.86,1674.45,14437,2,11,13,14,20,95.2,0,0,0,0,0,0,0,0,2678,2,0.0432172128,0.9567827872,A
11.3,0,1.11,1.51,3.39,7.89,1.24,2.1,16.69,0.51,0.69,384,81641,660,2102,8849,266096,114890,26,530,9150,49,380986,9199,5016542.22,1672.18,14408,1,2,3,13,14,93.2,0,0,0,1,0,0,0,0,3776,1,0.0471485753,0.9528514247,A
11.3,0,1.11,1.51,3.39,7.89,1.24,2.1,16.69,0.51,0.69,384,81634,660,2102,8849,266055,114862,26,530,9146,49,380917,9195,5015394.66,1671.8,14405,1,3,4,14,15,94,0,0,0,1,0,0,0,0,3776,1,0.0471534162,0.9528465838,A
11.3,0,1.11,1.51,3.39,7.89,1.24,2.1,16.66,0.51,0.69,384,81514,660,2100,8833,265409,114659,26,530,9123,49,380068,9172,5002842.92,1667.61,14388,0,0,0,0,0,97.1,0,0,0,1,0,0,0,0,369,2,0.0243665161,0.9756334839,F
11.3,0,1.11,1.51,3.39,7.89,1.24,2.11,16.68,0.51,0.69,384,81450,660,2100,8826,265121,114525,26,529,9111,49,379646,9160,4996571.07,1665.52,14376,0,0,0,0,0,81.3,0,0,0,0,0,0,0,1,7,1,0.1147357724,0.8852642276,A
11.3,0,1.11,1.51,3.39,7.88,1.24,2.11,16.71,0.51,0.69,383,81294,658,2098,8809,264624,114303,26,527,9064,49,378927,9113,4984296,1661.43,14338,2,1,3,84,24,93.2,0,1,0,1,0,0,0,0,1585,8,0.041684601,0.958315399,A
11.3,0,1.11,1.51,3.39,7.89,1.24,2.11,16.67,0.51,0.69,383,81153,658,2097,8789,263991,114106,26,527,9041,49,378097,9090,4971999.96,1657.33,14314,1,3,4,28,9,87,0,0,0,1,0,0,0,0,864,1,0.0512509275,0.9487490725,F
11.3,0,1.11,1.51,3.39,7.88,1.24,2.11,16.64,0.52,0.69,383,80949,658,2094,8773,263226,113767,26,527,8989,49,376993,9038,4954362.02,1651.45,14287,0,0,0,0,0,74.5,0,0,0,1,0,0,0,0,3734,8,0.0384456983,0.9615543017,F
11.3,0,1.11,1.51,3.39,7.88,1.24,2.11,16.62,0.52,0.69,383,80865,658,2094,8760,262927,113642,26,527,8977,49,376569,9026,4948068.1,1649.36,14273,0,0,0,0,0,88.4,0,0,0,1,0,0,0,0,2118,1,0.0798624688,0.9201375312,A
11.3,0,1.11,1.51,3.39,7.88,1.24,2.11,16.62,0.52,0.69,383,80833,658,2094,8759,262808,113592,26,527,8975,49,376400,9024,4945727.12,1648.58,14268,0,0,0,0,0,95.2,0,1,0,0,0,0,0,0,2585,7,0.043695739,0.956304261,F
11.3,0,1.11,1.51,3.39,7.87,1.24,2.11,16.59,0.52,0.69,383,80655,658,2094,8747,262088,113288,26,527,8959,49,375376,9008,4931311.17,1643.77,14235,0,0,0,0,0,93.5,0,0,0,0,0,0,0,0,3719,1,0.0521306004,0.9478693996,F
11.4,0,1.11,1.51,3.39,7.87,1.24,2.11,16.6,0.52,0.69,382,80530,657,2092,8734,261713,113132,26,526,8947,49,374845,8996,4923614.54,1641.2,14214,0,0,0,0,0,81.6,0,0,0,1,0,0,0,0,2406,1,0.0508759175,0.9491240825,D
11.4,0,1.11,1.51,3.39,7.87,1.24,2.11,16.59,0.52,0.69,382,80501,657,2092,8730,261664,113108,26,526,8944,49,374772,8993,4922475.34,1640.83,14207,1,1,2,7,5,93.5,0,0,0,1,0,0,0,0,3715,1,0.0452815935,0.9547184065,F
11.4,0,1.11,1.51,3.39,7.87,1.24,2.11,16.59,0.52,0.69,382,80477,657,2092,8727,261576,113071,26,526,8934,49,374647,8983,4920232.16,1640.08,14201,1,2,3,7,6,77.3,0,0,0,1,0,0,0,0,2570,1,0.0530788368,0.9469211632,A
11.4,0,1.11,1.51,3.39,7.87,1.24,2.11,16.58,0.52,0.69,382,80446,657,2091,8725,261460,113022,26,526,8926,49,374482,8975,4917583.86,1639.19,14194,2,2,4,3,7,100,0,1,0,1,0,0,1,0,3701,2,0.0577323436,0.9422676564,A
11.9,0,1.09,1.49,3.42,7.8,1.28,2.15,17.02,0.52,0.71,366,78274,645,2044,8563,255903,110152,21,503,8524,49,366055,8573,4782722.5,1594.24,13772,1,1,2,14,8,100,0,0,1,0,0,0,0,0,1754,2,0.0487661352,0.9512338648,A
11.9,0,1.09,1.49,3.42,7.8,1.28,2.15,17.01,0.52,0.71,366,78211,644,2044,8561,255709,110050,21,503,8528,49,365759,8577,4779101.24,1593.03,13769,0,0,0,0,0,93.5,0,0,0,0,0,0,0,0,3399,1,0.072044722,0.927955278,B
11.9,0,1.09,1.49,3.42,7.79,1.28,2.15,17,0.52,0.71,366,78133,644,2044,8556,255432,109948,21,503,8514,49,365380,8563,4773288,1591.1,13760,1,7,8,19,19,88.7,0,0,0,1,0,0,0,0,1031,7,0.0474674716,0.9525325284,F
11.9,0,1.09,1.49,3.42,7.8,1.28,2.15,16.96,0.52,0.71,366,77994,644,2044,8533,254999,109756,21,503,8476,49,364755,8525,4762782.61,1587.59,13727,2,2,4,4,3,93.5,0,0,0,1,0,0,0,0,3652,3,0.042674437,0.957325563,C
11.9,0,1.09,1.49,3.42,7.8,1.28,2.15,16.95,0.51,0.71,366,77956,644,2044,8527,254773,109720,21,503,8455,49,364493,8504,4758064.6,1586.02,13719,0,0,0,0,0,84.2,0,1,0,0,0,0,0,0,3681,8,0.0386610105,0.9613389895,F
11.9,0,1.09,1.5,3.42,7.82,1.27,2.15,16.8,0.52,0.72,365,77349,642,2038,8438,252643,109000,21,502,8317,49,361643,8366,4712324.84,1570.77,13622,2,6,8,21,46,87.1,0,0,0,1,0,0,0,0,631,1,0.0418005835,0.9581994165,E
9.5,0,1.09,1.82,2.73,9.13,0.55,2.17,10.09,0.61,0.66,1133,179318,945,4731,17176,361776,144126,45,1702,46432,52,505902,46484,7843730.54,2614.58,33273,1,12,13,88,34,98.6,0,0,0,0,0,1,0,0,365,8,0.1971203861,0.8028796139,A
9.5,0,1.09,1.82,2.73,9.14,0.55,2.17,10.07,0.61,0.66,1133,178889,945,4726,17121,361133,143874,45,1700,46292,52,505007,46344,7827656.45,2609.22,33181,1,1,2,49,15,97.8,0,0,1,0,0,1,0,0,6744,1,0.1765263828,0.8234736172,A
9.7,0,1.09,1.82,2.73,9.13,0.55,2.17,10.01,0.61,0.66,1137,179101,950,4738,17141,361514,144035,45,1711,46308,52,505549,46360,7836309.26,2612.1,33222,1,23,24,52,38,94.5,1,1,1,1,1,0,0,0,354,3,0.2341469251,0.7658530749,B
9.7,0,1.09,1.82,2.73,9.13,0.55,2.16,10.01,0.61,0.66,1137,179013,950,4735,17133,361389,143983,45,1711,46280,52,505372,46332,7833125.17,2611.04,33208,1,6,7,19,16,91.7,0,0,1,1,0,0,0,0,6873,3,0.1701106502,0.8298893498,C
9.6,0,1.09,1.82,2.73,9.13,0.55,2.17,9.98,0.61,0.66,1133,177653,944,4714,17009,358617,142899,45,1703,45891,52,501516,45943,7767257.85,2589.09,32982,1,18,19,77,29,98.8,0,0,1,0,0,1,0,0,312,1,0.2337385543,0.7662614457,B
9.6,0,1.09,1.82,2.73,9.12,0.55,2.18,9.97,0.61,0.66,1132,177335,944,4707,16984,358097,142765,45,1702,45808,52,500862,45860,7755822.39,2585.27,32948,3,3,6,56,15,93.8,0,0,0,0,0,0,0,0,6660,3,0.1710301387,0.8289698613,E
9.6,0,1.09,1.82,2.73,9.1,0.55,2.18,9.94,0.61,0.66,1133,176366,944,4695,16920,356026,141980,45,1702,45543,52,498006,45595,7707433.68,2569.14,32815,0,0,0,0,0,72.8,0,0,1,0,0,1,0,0,6626,2,0.175979336,0.824020664,F
9.7,0,1.09,1.82,2.73,9.08,0.55,2.18,9.9,0.61,0.66,1131,174942,940,4667,16815,353387,140944,45,1697,45244,52,494331,45296,7645865.04,2548.62,32606,1,6,7,23,10,100,0,0,1,1,0,0,0,1,280,1,0.2451478367,0.7548521633,B
9.7,0,1.09,1.82,2.73,9.08,0.55,2.18,9.9,0.61,0.66,1131,174903,940,4666,16812,353325,140921,45,1697,45235,52,494246,45287,7644408.65,2548.14,32600,0,0,0,0,0,97.8,0,1,1,0,0,0,0,0,115,1,0.2713867156,0.7286132844,A
9.7,0,1.09,1.82,2.73,9.08,0.55,2.18,9.9,0.61,0.66,1131,174907,940,4673,16809,353386,140948,45,1697,45220,52,494334,45272,7645533.47,2548.51,32616,3,2,5,41,31,93.7,0,0,1,0,0,0,0,0,6506,1,0.1750762944,0.8249237056,B
9.6,0,1.09,1.82,2.73,9.09,0.55,2.13,9.96,0.61,0.66,1128,174448,929,4563,16773,352531,140705,43,1684,45024,52,493236,45076,7625464.01,2541.82,32554,1,11,12,158,46,97.7,0,0,0,0,0,0,0,0,6574,2,0.1743921792,0.8256078208,F
9.7,0,1.09,1.82,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1126,173741,928,4547,16705,351357,140244,43,1680,44828,52,491601,44880,7597096.18,2532.37,32432,0,0,0,0,0,97.6,0,0,1,0,1,1,1,0,349,1,0.2388311085,0.7611688915,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1125,173624,928,4544,16691,351196,140211,43,1678,44771,52,491407,44823,7593197.17,2531.07,32424,0,0,0,0,0,98.8,0,0,0,0,0,0,0,0,606,1,0.1707744513,0.8292255487,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1125,173474,928,4539,16680,350890,140101,43,1677,44713,52,490991,44765,7585851.98,2528.62,32402,2,15,17,113,60,98.4,0,1,0,0,0,0,0,0,3332,3,0.2177902692,0.7822097308,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1125,173385,927,4538,16673,350765,140051,43,1677,44668,52,490816,44720,7582436.04,2527.48,32391,0,0,0,0,0,95.4,0,0,1,0,0,1,0,0,332,1,0.2368921054,0.7631078946,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1125,173412,927,4539,16674,350825,140094,43,1677,44676,52,490919,44728,7584153.93,2528.05,32402,1,1,2,3,3,98.4,1,1,1,0,1,0,0,0,388,2,0.2383006231,0.7616993769,A
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1125,173377,927,4539,16672,350777,140075,43,1677,44661,52,490852,44713,7582881.33,2527.63,32398,3,11,14,179,38,85.6,0,0,1,0,1,1,0,0,6528,1,0.1744277021,0.8255722979,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1125,173360,927,4539,16671,350761,140073,43,1677,44651,52,490834,44703,7582444.87,2527.48,32398,1,12,13,116,81,73.2,0,0,0,1,0,0,0,0,6532,1,0.1694706218,0.8305293782,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.94,0.61,0.66,1125,173342,927,4539,16670,350740,140064,43,1677,44648,52,490804,44700,7581933.91,2527.31,32396,1,2,3,17,13,71.4,0,0,0,1,0,0,0,0,6526,1,0.1726563388,0.8273436612,C
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.93,0.61,0.66,1124,173147,926,4532,16655,350396,139928,43,1676,44599,52,490324,44651,7573743.01,2524.58,32363,1,13,14,34,23,98.8,0,0,1,1,0,0,0,0,368,1,0.2201786664,0.7798213336,B
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.93,0.61,0.66,1124,173162,926,4532,16655,350436,139964,43,1676,44599,52,490400,44651,7574916.94,2524.97,32373,1,20,21,48,32,97.4,0,0,1,0,0,0,0,0,6520,1,0.1739712537,0.8260287463,C
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.93,0.61,0.66,1124,173168,926,4532,16655,350455,139982,43,1676,44598,52,490437,44650,7575472.61,2525.16,32379,1,21,22,49,32,97.6,0,0,1,0,0,1,0,0,6520,1,0.1739592363,0.8260407637,C
9.7,0,1.09,1.83,2.73,9.08,0.55,2.13,9.95,0.61,0.66,1119,172270,924,4522,16572,348935,139461,43,1665,44396,52,488396,44448,7540751.64,2513.58,32249,0,0,0,0,0,89.3,0,0,1,1,0,1,0,0,371,1,0.2171088196,0.7828911804,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.14,9.92,0.61,0.66,1117,171673,923,4522,16502,347766,138947,43,1663,44263,52,486713,44315,7512662.15,2504.22,32138,1,15,16,60,30,98.8,0,0,1,0,0,1,0,0,379,1,0.2365006709,0.7634993291,A
9.7,0,1.09,1.83,2.73,9.09,0.55,2.14,9.91,0.61,0.66,1117,171608,922,4520,16494,347655,138908,43,1663,44244,52,486563,44296,7510045.8,2503.35,32127,1,10,11,95,27,97.9,0,0,1,0,0,0,0,0,2892,1,0.2379002132,0.7620997868,B
9.7,0,1.09,1.83,2.73,9.09,0.55,2.14,9.91,0.62,0.66,1117,171583,922,4519,16492,347618,138891,43,1663,44235,52,486509,44287,7509069.69,2503.02,32124,1,10,11,54,16,87.4,0,0,1,0,1,1,0,0,6474,7,0.1410842789,0.8589157211,A
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.91,0.61,0.66,1116,171481,921,4513,16481,347395,138817,43,1662,44216,52,486212,44268,7504184.61,2501.39,32103,1,2,3,15,13,66.5,1,0,1,0,0,0,0,1,6846,3,0.2784223059,0.7215776941,A
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.91,0.61,0.66,1115,171431,921,4513,16476,347325,138794,43,1661,44205,52,486119,44257,7502574.96,2500.86,32098,0,0,0,0,0,92.3,1,0,1,0,0,0,0,1,669,2,0.1944909601,0.8055090399,F
9.7,0,1.09,1.83,2.73,9.09,0.55,2.13,9.91,0.62,0.66,1115,171406,921,4513,16474,347260,138763,43,1661,44198,52,486023,44250,7500982.42,2500.33,32093,1,15,16,108,27,98.7,0,0,1,0,1,1,0,0,286,5,0.2104457856,0.7895542144,C
9.7,0,1.09,1.83,2.73,9.07,0.55,2.13,9.89,0.61,0.66,1109,169970,917,4484,16369,344454,137519,43,1654,43835,52,481973,43887,7432749.52,2477.58,31807,1,8,9,57,25,96.8,0,1,1,1,1,1,0,0,334,3,0.2242687069,0.7757312931,B
9.7,0,1.09,1.83,2.73,9.07,0.55,2.13,9.89,0.61,0.66,1109,169877,917,4481,16361,344279,137454,43,1654,43803,52,481733,43855,7428541.43,2476.18,31793,1,11,12,113,80,72.3,0,0,0,1,0,0,0,0,6427,1,0.164441861,0.835558139,F
9.7,0,1.09,1.82,2.73,9.07,0.55,2.13,9.89,0.61,0.66,1109,169851,917,4481,16360,344231,137424,43,1654,43798,52,481655,43850,7427259.4,2475.75,31788,1,8,9,76,49,93.8,0,0,1,0,1,1,1,0,5071,4,0.1776250101,0.8223749899,A
9.7,0,1.09,1.82,2.73,9.07,0.55,2.13,9.88,0.61,0.66,1109,169740,917,4480,16353,344122,137368,42,1654,43779,52,481490,43831,7424414,2474.8,31776,2,8,10,128,36,98,0,0,1,0,0,1,0,0,7211,1,0.1605804326,0.8394195674,C
9.7,0,1.09,1.82,2.73,9.06,0.55,2.13,9.87,0.61,0.66,1109,169547,917,4477,16340,343822,137246,42,1654,43715,52,481068,43767,7416892.77,2472.3,31743,2,11,13,14,16,93.2,0,1,1,0,1,0,0,0,4006,1,0.260666731,0.739333269,A
9.7,0,1.09,1.82,2.73,9.05,0.55,2.13,9.88,0.61,0.66,1102,168489,915,4448,16263,341530,136362,42,1646,43421,52,477892,43473,7363279.66,2454.43,31570,1,4,5,169,36,98.1,0,0,1,1,0,0,0,0,2817,1,0.2411011039,0.7588988961,F
9.7,0,1.09,1.82,2.73,9.05,0.55,2.13,9.87,0.61,0.66,1102,168446,915,4448,16258,341459,136338,42,1646,43412,52,477797,43464,7361673.2,2453.89,31561,0,0,0,0,0,98.3,0,0,1,0,0,1,0,0,383,1,0.1838560693,0.8161439307,F
9.7,0,1.09,1.82,2.73,9.05,0.55,2.13,9.88,0.61,0.66,1101,168262,913,4442,16239,341195,136195,42,1643,43368,52,477390,43420,7354704.76,2451.57,31520,0,0,0,0,0,92.6,0,1,1,0,0,1,0,0,6534,1,0.1672319243,0.8327680757,F
9.7,0,1.09,1.82,2.73,9.05,0.55,2.13,9.9,0.61,0.66,1097,167936,910,4433,16206,340590,135977,42,1636,43312,52,476567,43364,7341138.25,2447.05,31465,1,3,4,13,16,95.4,0,0,0,1,0,0,0,0,3998,1,0.1671972464,0.8328027536,A
9.7,0,1.09,1.82,2.73,9.05,0.55,2.13,9.9,0.61,0.66,1097,167637,909,4423,16186,340004,135728,42,1634,43231,52,475732,43283,7326992.52,2442.33,31417,3,7,10,19,20,97.9,0,1,1,1,0,1,0,0,7083,2,0.2627796145,0.7372203855,A
9.7,0,1.09,1.82,2.73,9.05,0.55,2.13,9.9,0.61,0.66,1097,167611,909,4423,16184,339966,135715,42,1634,43219,52,475681,43271,7326016.75,2442.01,31415,1,10,11,16,14,87.4,0,1,0,0,0,0,0,0,520,2,0.2135981654,0.7864018346,F
9.7,0,1.09,1.82,2.73,9.04,0.55,2.13,9.89,0.61,0.66,1097,167415,909,4422,16169,339580,135538,42,1634,43180,52,475118,43232,7316727.85,2438.91,31374,1,13,14,115,38,94.6,0,0,1,0,0,1,1,0,6350,3,0.1760470788,0.8239529212,F
9.8,0,1.09,1.83,2.73,9.03,0.55,2.13,9.81,0.62,0.66,1096,165775,909,4417,16013,336125,134282,42,1632,42692,52,470407,42744,7236475.17,2412.16,31205,0,0,0,0,0,93,0,0,1,0,0,1,0,0,6251,1,0.2853234807,0.7146765193,E
9.8,0,1.09,1.83,2.73,9.03,0.55,2.13,9.81,0.62,0.66,1096,165744,909,4415,16012,336076,134255,42,1632,42683,52,470331,42735,7235163.15,2411.72,31196,0,0,0,0,0,85.9,0,0,1,0,1,1,1,0,4860,2,0.1860009488,0.8139990512,F
9.8,0,1.09,1.83,2.73,9.05,0.55,2.12,9.74,0.61,0.65,1086,164054,901,4377,15803,332726,132840,42,1621,42188,52,465566,42240,7154037.16,2384.68,30851,2,4,6,12,15,95.3,0,0,1,0,0,1,0,0,3822,1,0.1720742419,0.8279257581,E
9.8,0,1.09,1.83,2.73,9.06,0.55,2.12,9.74,0.61,0.65,1085,163991,901,4373,15788,332606,132829,42,1620,42162,52,465435,42214,7151610.73,2383.87,30843,1,7,8,23,10,98.6,0,0,1,0,1,1,0,0,176,1,0.2263442209,0.7736557791,B
9.8,0,1.09,1.83,2.73,9.06,0.55,2.11,9.72,0.61,0.66,1095,164731,907,4389,15854,334214,133197,42,1631,42317,52,467411,42369,7184444.28,2394.81,30973,0,0,0,0,0,97.9,0,0,0,0,0,0,0,0,3214,3,0.2811962839,0.7188037161,F
9.8,0,1.09,1.84,2.73,9.08,0.55,2.11,9.65,0.61,0.66,1095,164148,906,4386,15753,333235,132723,42,1631,42250,52,465958,42302,7161046.75,2387.02,30856,1,10,11,38,44,78,0,1,0,0,1,1,0,0,6195,16,0.1696804837,0.8303195163,A
9.8,0,1.09,1.84,2.73,9.09,0.55,2.11,9.65,0.61,0.66,1093,163854,900,4379,15723,332628,132454,42,1628,42144,52,465082,42196,7145900.57,2381.97,30793,2,22,24,177,51,86.7,0,0,1,1,0,1,0,0,6184,1,0.1834663085,0.8165336915,F
9.6,0,1.1,1.91,2.73,9.26,0.56,2.17,9.83,0.63,0.65,1116,172222,925,4727,16222,352623,142124,42,1650,43370,54,494747,43424,7622173.7,2540.72,33198,1,7,8,72,52,99.5,0,0,1,1,1,0,1,0,1775,66,0.1731220702,0.8268779298,F
9.7,0,1.09,1.91,2.73,9.26,0.56,2.18,9.86,0.63,0.65,1110,171729,921,4715,16185,351537,141678,42,1641,43223,54,493215,43277,7596158.52,2532.05,33107,1,19,20,35,30,94.5,0,0,1,1,0,1,0,0,99,2,0.2422877194,0.7577122806,B
9.7,0,1.09,1.91,2.73,9.26,0.56,2.17,9.85,0.63,0.65,1108,171463,920,4708,16154,351064,141505,42,1639,43163,54,492569,43217,7585223.37,2528.41,33057,1,2,3,14,14,94.3,0,0,1,1,0,0,0,0,3814,1,0.1693790853,0.8306209147,A
9.7,0,1.09,1.91,2.73,9.25,0.56,2.17,9.84,0.63,0.65,1108,170857,920,4702,16114,349813,140941,42,1637,42933,54,490754,42987,7553495.55,2517.83,32951,0,0,0,0,0,93.5,0,0,1,0,0,0,0,0,3794,1,0.1700692067,0.8299307933,F
9.7,0,1.09,1.91,2.73,9.26,0.56,2.18,9.83,0.63,0.65,1099,169798,911,4688,15994,347435,139968,42,1626,42772,54,487403,42826,7499279.7,2499.76,32811,1,12,13,63,24,98.7,0,0,1,0,0,1,0,0,115,1,0.2480671666,0.7519328334,A
9.7,0,1.09,1.91,2.73,9.26,0.56,2.19,9.85,0.62,0.65,1089,168972,907,4669,15928,345452,139093,42,1616,42565,54,484545,42619,7451918.88,2483.97,32679,1,22,23,171,50,86.8,0,0,1,0,1,1,0,0,6951,3,0.1604679408,0.8395320592,F
9.7,0,1.09,1.91,2.73,9.25,0.56,2.18,9.83,0.62,0.65,1089,168339,907,4661,15881,344226,138573,42,1614,42423,54,482799,42477,7422742.17,2474.25,32574,1,1,2,53,36,97.9,0,0,1,0,0,0,0,0,95,1,0.2540672139,0.7459327861,B
9.7,0,1.09,1.91,2.73,9.23,0.56,2.18,9.83,0.62,0.65,1089,167882,907,4654,15863,343560,138291,42,1613,42296,54,481851,42350,7406085.69,2468.7,32526,1,1,2,11,12,48.6,0,0,1,0,0,1,0,0,6073,3,0.1574768044,0.8425231956,A
9.8,0,1.09,1.91,2.73,9.23,0.56,2.18,9.82,0.62,0.65,1089,167606,907,4652,15835,342959,138039,42,1612,42218,54,480998,42272,7391695.76,2463.9,32478,1,6,7,14,14,99.2,0,0,1,1,0,0,0,0,6049,1,0.1724655866,0.8275344134,A
9.8,0,1.09,1.91,2.73,9.23,0.56,2.18,9.81,0.62,0.65,1089,167415,906,4647,15819,342550,137890,42,1611,42180,54,480440,42234,7382497.38,2460.83,32444,1,6,7,24,18,98,0,0,1,0,0,1,0,0,175,1,0.2181581439,0.7818418561,C
9.8,0,1.09,1.91,2.73,9.2,0.55,2.17,9.79,0.62,0.65,1038,165826,897,4615,15706,339543,136757,42,1603,41941,54,476300,41995,7314982.03,2438.33,32240,1,14,15,70,66,45.9,0,0,1,1,0,0,0,0,6031,1,0.1374992467,0.8625007533,F
9.4,0,1.09,1.91,2.73,9.21,0.55,2.17,9.75,0.63,0.64,1022,163386,886,4565,15467,334528,134668,41,1585,41678,54,469196,41732,7201626.73,2400.54,31813,3,5,8,32,23,93.6,0,0,1,0,0,1,0,0,5982,2,0.1281445597,0.8718554403,C
9.4,0,1.09,1.91,2.74,9.2,0.55,2.17,9.75,0.63,0.64,1021,163048,886,4557,15440,334134,134428,41,1583,41579,54,468562,41633,7190290.01,2396.76,31751,2,9,11,24,21,93.7,0,0,1,0,1,1,0,0,5975,3,0.1746824425,0.8253175575,B
9.4,0,1.09,1.91,2.74,9.2,0.55,2.17,9.75,0.63,0.64,1021,163056,886,4559,15440,334146,134434,41,1583,41583,54,468580,41637,7190631.17,2396.88,31752,1,4,5,10,16,100,0,0,0,1,0,0,0,0,5995,2,0.1474410045,0.8525589955,A
9.4,0,1.09,1.91,2.74,9.2,0.55,2.17,9.75,0.63,0.64,1021,163054,886,4559,15440,334140,134432,41,1583,41583,54,468572,41637,7190508.41,2396.84,31752,1,4,5,10,16,100,0,0,0,1,0,0,0,0,5995,2,0.1474410045,0.8525589955,A
9.4,0,1.09,1.91,2.75,9.21,0.56,2.17,9.76,0.63,0.64,1014,162254,881,4532,15358,332204,133686,41,1573,41345,54,465890,41399,7145498.56,2381.83,31605,0,0,0,0,0,45,1,1,0,0,0,0,0,0,5992,1,0.141321272,0.858678728,F
9.2,0,1.09,1.92,2.75,9.22,0.56,2.18,9.75,0.63,0.64,1014,162113,882,4537,15327,332043,133639,41,1572,41331,54,465682,41385,7142081.16,2380.69,31588,0,0,0,0,0,93.5,0,1,0,0,0,0,0,0,3724,1,0.1686518049,0.8313481951,F
9.2,0,1.09,1.92,2.75,9.22,0.56,2.18,9.74,0.63,0.64,1013,161852,881,4532,15303,331700,133496,41,1570,41252,54,465196,41306,7133345.11,2377.78,31542,1,15,16,73,38,96.5,0,0,0,0,0,1,0,0,5972,2,0.1760804757,0.8239195243,E
9.2,0,1.09,1.92,2.75,9.22,0.56,2.18,9.74,0.63,0.64,1013,161773,881,4531,15294,331547,133438,41,1570,41203,54,464985,41257,7129313.36,2376.44,31530,2,5,7,62,17,95.9,0,0,1,1,0,0,0,0,133,1,0.2310914966,0.7689085034,B
9.2,0,1.09,1.92,2.75,9.22,0.56,2.18,9.73,0.63,0.64,1013,161694,881,4531,15286,331450,133408,41,1570,41178,54,464858,41232,7126959.65,2375.65,31522,1,4,5,29,31,94,0,0,1,0,0,0,0,0,4594,1,0.2497557973,0.7502442027,B
9.3,0,1.1,1.92,2.75,9.21,0.56,2.17,9.74,0.63,0.64,1012,161693,881,4515,15291,331113,133290,41,1569,41147,54,464403,41201,7119479.91,2373.16,31537,1,12,13,164,50,96.5,0,0,1,0,0,1,0,0,5972,3,0.1747679902,0.8252320098,C
