ProjectID, BugId, FaultNodeName, FaultNode_InDegree, FaultNode_OutDegree, FaultNodeDegreeCentrality, CBO, RFC, NoOfTestCasesExecuteFaultMethod, NoOfTestCasesPassesCoversFaultNode, NoOfTestCasesFailsCoversFaultNode, NoOfTestCasesExecutesDynamicCallGraph, InDegreeMethodCallsList, OutDegreeMethodCallsList
Closure, 62, com.google.javascript.jscomp.LightweightMessageFormatter#68, 1, 4, 5, 10, 16, 47, 45, 2, 47, com.google.javascript.jscomp.LightweightMessageFormatter#59, com.google.javascript.jscomp.AbstractMessageFormatter#44/com.google.javascript.jscomp.JSError#200/com.google.javascript.jscomp.SourceExcerptProvider$SourceExcerpt$1#36/com.google.javascript.jscomp.AbstractMessageFormatter#74
Closure, 63, com.google.javascript.jscomp.LightweightMessageFormatter#68, 1, 4, 5, 10, 16, 47, 45, 2, 47, com.google.javascript.jscomp.LightweightMessageFormatter#59, com.google.javascript.jscomp.AbstractMessageFormatter#44/com.google.javascript.jscomp.JSError#200/com.google.javascript.jscomp.SourceExcerptProvider$SourceExcerpt$1#36/com.google.javascript.jscomp.AbstractMessageFormatter#74
Closure, 64, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 65, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 66, com.google.javascript.jscomp.TypeCheck#466, 1, 15, 16, 73, 38, 2216, 2214, 2, 2216, com.google.javascript.jscomp.NodeTraversal#439, com.google.javascript.rhino.Node#1283/com.google.javascript.jscomp.NodeUtil#2067/com.google.javascript.jscomp.TypeCheck#1861/com.google.javascript.jscomp.TypeCheck#1857/com.google.javascript.jscomp.TypeCheck#843/com.google.javascript.rhino.Node#1945/com.google.javascript.jscomp.TypeCheck#1228/com.google.javascript.rhino.Node$SiblingNodeIterable#1245/com.google.javascript.rhino.Node$SiblingNodeIterable#1232/com.google.javascript.jscomp.TypeCheck#820/com.google.javascript.jscomp.TypeCheck#964/com.google.javascript.rhino.Node#537/com.google.javascript.rhino.Node#1209/com.google.javascript.rhino.Node$SiblingNodeIterable#1260/com.google.javascript.jscomp.TypeCheck#397
Closure, 67, com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties#315, 2, 5, 7, 62, 17, 64, 63, 1, 65, com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties#221/com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties#206, com.google.javascript.jscomp.NodeUtil#2026/com.google.javascript.rhino.Node$StringNode#299/com.google.javascript.rhino.Node#537/com.google.javascript.rhino.Node#557/com.google.javascript.rhino.Node#549
Closure, 68, com.google.javascript.jscomp.parsing.JsDocInfoParser#1686, 1, 4, 5, 29, 31, 2411, 2410, 1, 5774, com.google.javascript.jscomp.parsing.JsDocInfoParser#1641, com.google.javascript.jscomp.parsing.JsDocTokenStream#233/com.google.javascript.jscomp.parsing.JsDocInfoParser#2227/com.google.javascript.jscomp.parsing.JsDocInfoParser#1760/com.google.javascript.jscomp.parsing.JsDocInfoParser#2248
Closure, 69, com.google.javascript.jscomp.TypeCheck#1545, 1, 12, 13, 164, 50, 838, 835, 3, 1458, com.google.javascript.jscomp.TypeCheck#466, com.google.javascript.jscomp.TypeCheck#1811/com.google.javascript.rhino.jstype.JSType#836/com.google.javascript.jscomp.TypeCheck#1876/com.google.javascript.rhino.jstype.FunctionType#260/com.google.javascript.rhino.jstype.ObjectType#109/com.google.javascript.rhino.JSDocInfo#1267/com.google.javascript.jscomp.CompilerInput#298/com.google.javascript.rhino.jstype.FunctionType#198/com.google.javascript.jscomp.TypeCheck#1597/com.google.javascript.rhino.jstype.FunctionType#178/com.google.javascript.jscomp.Compiler#956/com.google.javascript.rhino.Node#549
Closure, 70, com.google.javascript.jscomp.TypedScopeCreator$LocalScopeBuilder#1735, 1, 9, 10, 24, 15, 2342, 2337, 5, 2367, com.google.javascript.jscomp.TypedScopeCreator$LocalScopeBuilder#1712, com.google.javascript.rhino.Node#1945/com.google.javascript.rhino.jstype.FunctionType#224/com.google.javascript.rhino.Node$SiblingNodeIterable#1245/com.google.javascript.rhino.Node$SiblingNodeIterable#1232/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#990/com.google.javascript.rhino.Node#557/com.google.javascript.rhino.Node#1209/com.google.javascript.rhino.Node#549/com.google.javascript.rhino.Node$SiblingNodeIterable#1260
Closure, 71, com.google.javascript.jscomp.CheckAccessControls#409, 1, 20, 21, 102, 42, 71, 69, 2, 72, com.google.javascript.jscomp.CheckAccessControls#215, com.google.javascript.jscomp.NodeTraversal#400/com.google.javascript.jscomp.CheckAccessControls#640/com.google.javascript.jscomp.NodeTraversal#638/com.google.javascript.rhino.jstype.FunctionPrototypeType#48/com.google.javascript.rhino.Node#1942/com.google.javascript.jscomp.CompilerInput#93/com.google.javascript.rhino.Node#1984/com.google.javascript.rhino.jstype.ObjectType#514/com.google.javascript.jscomp.NodeTraversal#595/com.google.javascript.rhino.JSDocInfo#1267/com.google.javascript.rhino.Node$StringNode#296/com.google.javascript.rhino.jstype.InstanceObjectType#77/com.google.javascript.rhino.JSDocInfo#806/com.google.javascript.rhino.jstype.InstanceObjectType#49/com.google.javascript.jscomp.Compiler#1731/com.google.javascript.jscomp.CheckAccessControls#197/com.google.javascript.rhino.Node#534/com.google.javascript.rhino.Node#550/com.google.javascript.rhino.Node#546/com.google.javascript.rhino.jstype.FunctionType#65
Closure, 72, com.google.javascript.jscomp.FunctionToBlockMutator#143, 1, 4, 5, 16, 9, 142, 141, 1, 146, com.google.javascript.jscomp.FunctionToBlockMutator#63, com.google.javascript.jscomp.NodeTraversal#421/com.google.javascript.jscomp.MakeDeclaredNamesUnique$InlineRenamer#496/com.google.javascript.jscomp.MakeDeclaredNamesUnique#56/com.google.javascript.jscomp.Compiler#923
Closure, 73, com.google.javascript.jscomp.CodeGenerator#993, 1, 1, 2, 23, 15, 483, 482, 1, 497, com.google.javascript.jscomp.CodeGenerator#940, com.google.javascript.jscomp.CodeGenerator#1160
Closure, 74, com.google.javascript.jscomp.PeepholeFoldConstants#889, 1, 10, 11, 89, 39, 17, 14, 3, 17, com.google.javascript.jscomp.PeepholeFoldConstants#97, com.google.javascript.jscomp.NodeUtil#522/com.google.javascript.rhino.Node#1281/com.google.javascript.jscomp.PeepholeFoldConstants#1080/com.google.javascript.rhino.Node#694/com.google.javascript.jscomp.AbstractPeepholeOptimization#62/com.google.javascript.rhino.Node$StringNode#297/com.google.javascript.jscomp.PeepholeFoldConstants#1122/com.google.javascript.rhino.Node#367/com.google.javascript.rhino.Node#535/com.google.javascript.rhino.Node#547
Closure, 75, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 76, com.google.javascript.jscomp.DeadAssignmentsElimination#341, 3, 12, 15, 64, 34, 17, 13, 4, 46, com.google.javascript.jscomp.DeadAssignmentsElimination#386/com.google.javascript.jscomp.DeadAssignmentsElimination#341/com.google.javascript.jscomp.DeadAssignmentsElimination#292, com.google.javascript.rhino.Node#1267/com.google.javascript.jscomp.NodeUtil#2004/com.google.javascript.jscomp.NodeUtil#1440/com.google.javascript.jscomp.DeadAssignmentsElimination#341/com.google.javascript.jscomp.DeadAssignmentsElimination#386/com.google.javascript.jscomp.ControlFlowGraph#151/com.google.javascript.rhino.Node$StringNode#298/com.google.common.base.Preconditions#128/com.google.javascript.rhino.Node#536/com.google.javascript.rhino.Node#556/com.google.javascript.rhino.Node#552/com.google.javascript.rhino.Node#548
Closure, 77, com.google.javascript.jscomp.CodeGenerator#961, 1, 1, 2, 23, 15, 461, 460, 1, 471, com.google.javascript.jscomp.CodeGenerator#908, com.google.javascript.jscomp.CodeGenerator#1127
Closure, 78, com.google.javascript.jscomp.PeepholeFoldConstants#667, 1, 5, 6, 45, 21, 22, 21, 1, 26, com.google.javascript.jscomp.PeepholeFoldConstants#651, com.google.javascript.rhino.Node#512/com.google.javascript.jscomp.DiagnosticType#50/com.google.javascript.jscomp.AbstractPeepholeOptimization#53/com.google.javascript.jscomp.NodeUtil#1304/com.google.javascript.jscomp.NodeUtil#243
Closure, 79, com.google.javascript.jscomp.Normalize#120, 1, 6, 7, 44, 23, 1281, 1280, 1, 2452, com.google.javascript.jscomp.CompilerTestCase#700, com.google.javascript.jscomp.Normalize#629/com.google.javascript.jscomp.NodeTraversal#196/com.google.javascript.jscomp.Normalize$NormalizeStatements#297/com.google.javascript.jscomp.MakeDeclaredNamesUnique#53/com.google.javascript.jscomp.NodeTraversal#246/com.google.javascript.jscomp.NodeTraversal#257
Closure, 80, com.google.javascript.jscomp.NodeUtil#1243, 1, 1, 2, 33, 22, 18, 17, 1, 335, com.google.javascript.jscomp.NodeUtil$BooleanResultPredicate#1228, com.google.javascript.rhino.Node#536
Closure, 81, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 82, com.google.javascript.rhino.jstype.JSType#163, 5, 4, 9, 178, 63, 5752, 5750, 2, 5781, com.google.javascript.jscomp.TypeCheck#1264/com.google.javascript.rhino.jstype.FunctionTypeTest#173/com.google.javascript.rhino.jstype.FunctionParamBuilder#95/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#988/com.google.javascript.rhino.jstype.JSTypeRegistry#659, com.google.javascript.rhino.jstype.NoObjectType#90/com.google.javascript.rhino.jstype.JSType#151/com.google.javascript.rhino.jstype.JSType#159/com.google.javascript.rhino.jstype.JSType#155
Closure, 83, com.google.javascript.jscomp.CommandLineRunner$Flags$BooleanOptionHandler#334, 1, 1, 2, 5, 4, 16, 15, 1, 16, org.kohsuke.args4j.CmdLineParser#421, org.kohsuke.args4j.CmdLineParser$CmdLineImpl#400
Closure, 84, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 85, com.google.javascript.jscomp.UnreachableCodeElimination#143, 2, 14, 16, 40, 25, 54, 52, 2, 64, com.google.javascript.jscomp.UnreachableCodeElimination#92/com.google.javascript.jscomp.UnreachableCodeElimination#143, com.google.javascript.rhino.Node#1267/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode#376/com.google.javascript.jscomp.UnreachableCodeElimination#195/com.google.javascript.jscomp.UnreachableCodeElimination#143/com.google.javascript.jscomp.graph.LinkedDirectedGraph#112/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode#334/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge#467/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge#482/com.google.common.base.Preconditions#128/com.google.javascript.rhino.Node#536/com.google.javascript.rhino.Node#556/com.google.javascript.rhino.Node#548/com.google.javascript.rhino.Node#544/com.google.javascript.jscomp.UnreachableCodeElimination#200
Closure, 86, com.google.javascript.jscomp.NodeUtil#2425, 1, 5, 6, 135, 49, 59, 52, 7, 59, com.google.javascript.jscomp.NodeUtil#2416, com.google.javascript.jscomp.NodeUtil#796/com.google.javascript.jscomp.NodeUtil#2526/com.google.javascript.jscomp.NodeUtil#293/com.google.common.base.Predicates$ObjectPredicate$2#267/com.google.javascript.rhino.Node#536
Closure, 87, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#520, 2, 4, 6, 51, 25, 34, 33, 1, 129, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#544/com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#260, com.google.javascript.rhino.Node#1331/com.google.javascript.jscomp.NodeUtil#1062/com.google.javascript.rhino.Node#536/com.google.javascript.rhino.Node#548
Closure, 88, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 89, com.google.javascript.jscomp.GlobalNamespace$Name#897, 4, 4, 8, 24, 16, 199, 191, 8, 276, com.google.javascript.jscomp.GlobalNamespace$Name#876/com.google.javascript.jscomp.GlobalNamespace$Name#897/com.google.javascript.jscomp.CollapseProperties#442/com.google.javascript.jscomp.GlobalNamespace$Name#891, com.google.javascript.jscomp.GlobalNamespace$Name#897/com.google.javascript.jscomp.GlobalNamespace$Ref#1052/com.google.javascript.jscomp.GlobalNamespace$Name#929/com.google.common.base.Preconditions#186
Closure, 90, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 91, com.google.javascript.jscomp.CheckGlobalThis#84, 1, 3, 4, 14, 10, 60, 59, 1, 62, com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper#129, com.google.javascript.rhino.JSDocInfo#331/com.google.javascript.jscomp.CheckGlobalThis#178/com.google.javascript.rhino.Node#536
Closure, 92, com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName#748, 1, 8, 9, 40, 16, 174, 173, 1, 183, com.google.javascript.jscomp.ProcessClosurePrimitives#121, com.google.javascript.rhino.Node#1267/com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName#816/com.google.javascript.jscomp.ProcessClosurePrimitives#37/com.google.javascript.jscomp.Compiler#1577/com.google.javascript.rhino.Node#1782/com.google.javascript.rhino.Node#645/com.google.javascript.rhino.Node#665/com.google.common.base.Preconditions#186
Closure, 93, com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName#748, 1, 8, 9, 40, 16, 166, 165, 1, 175, com.google.javascript.jscomp.ProcessClosurePrimitives#121, com.google.javascript.rhino.Node#1267/com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName#816/com.google.javascript.jscomp.ProcessClosurePrimitives#37/com.google.javascript.jscomp.Compiler#1577/com.google.javascript.rhino.Node#1782/com.google.javascript.rhino.Node#645/com.google.javascript.rhino.Node#665/com.google.common.base.Preconditions#186
Closure, 94, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 95, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#873, 3, 19, 22, 131, 41, 2136, 2134, 2, 2280, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1103/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#857/com.google.javascript.jscomp.TypedScopeCreator$LocalScopeBuilder#1505, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#392/com.google.javascript.jscomp.Scope#426/com.google.javascript.rhino.jstype.JSTypeRegistry#769/com.google.javascript.rhino.Node#1727/com.google.javascript.rhino.jstype.FunctionType#260/com.google.javascript.jscomp.TypedScopeCreator#87/com.google.javascript.rhino.jstype.JSType#319/com.google.javascript.jscomp.Scope#380/com.google.javascript.rhino.jstype.FunctionType#731/com.google.javascript.jscomp.CompilerInput#294/com.google.javascript.rhino.jstype.FunctionType#172/com.google.javascript.jscomp.TypeValidator#465/com.google.javascript.rhino.Node#536/com.google.javascript.jscomp.Scope#440/com.google.javascript.jscomp.Compiler#941/com.google.javascript.jscomp.Scope#468/com.google.common.base.Preconditions#71/com.google.javascript.rhino.jstype.ObjectType#233/com.google.javascript.rhino.jstype.FunctionType#528
Closure, 96, com.google.javascript.jscomp.TypeCheck#1401, 1, 10, 11, 105, 39, 917, 916, 1, 1308, com.google.javascript.jscomp.TypeCheck#1365, com.google.javascript.jscomp.TypeCheck#1615/com.google.javascript.jscomp.TypeValidator#360/com.google.javascript.rhino.jstype.FunctionType#232/com.google.javascript.rhino.jstype.FunctionType#216/com.google.javascript.rhino.Node#1347/com.google.javascript.rhino.Node$SiblingNodeIterable#1246/com.google.javascript.rhino.Node$SiblingNodeIterable#1218/com.google.javascript.rhino.Node$SiblingNodeIterable#1231/com.google.javascript.rhino.Node#1195/com.google.javascript.rhino.jstype.FunctionType#198
Closure, 97, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 98, com.google.javascript.jscomp.NodeUtil#838, 1, 1, 2, 55, 20, 123, 122, 1, 318, com.google.javascript.jscomp.NodeUtil#872, com.google.javascript.rhino.Node#523
Closure, 99, com.google.javascript.jscomp.CheckGlobalThis#86, 1, 10, 11, 23, 20, 51, 48, 3, 90, com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper#114, com.google.javascript.rhino.JSDocInfo#324/com.google.javascript.rhino.JSDocInfo#917/com.google.javascript.jscomp.CheckGlobalThis#168/com.google.javascript.rhino.Node#535/com.google.javascript.rhino.Node#539/com.google.javascript.rhino.Node#523/com.google.javascript.rhino.Node#1696/com.google.javascript.rhino.JSDocInfo#365/com.google.javascript.rhino.Node#543/com.google.javascript.rhino.Node$StringNode#302
Closure, 100, com.google.javascript.jscomp.CheckGlobalThis#86, 1, 7, 8, 21, 23, 47, 38, 9, 69, com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper#114, com.google.javascript.jscomp.CheckGlobalThis#160/com.google.javascript.rhino.Node#535/com.google.javascript.rhino.Node#539/com.google.javascript.rhino.Node#523/com.google.javascript.rhino.Node#1696/com.google.javascript.rhino.Node#543/com.google.javascript.rhino.Node$StringNode#302
Closure, 101, com.google.javascript.jscomp.CommandLineRunner#420, 1, 7, 8, 63, 23, 21, 20, 1, 26, com.google.javascript.jscomp.CommandLineRunnerTest#288, com.google.javascript.jscomp.AbstractCommandLineRunner#129/com.google.javascript.jscomp.CompilerOptions#871/com.google.javascript.jscomp.WarningLevel#35/com.google.javascript.jscomp.ClosureCodingConvention#37/com.google.javascript.jscomp.CompilationLevel#52/com.google.javascript.jscomp.CommandLineRunner$Flags#77/com.google.javascript.jscomp.CompilerOptions#563
Closure, 102, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 103, com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem#737, 1, 4, 5, 62, 17, 39, 38, 1, 1475, com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem#634, com.google.javascript.rhino.jstype.FunctionPrototypeType#52/com.google.javascript.rhino.jstype.InstanceObjectType#82/com.google.javascript.rhino.jstype.InstanceObjectType#54/com.google.javascript.rhino.jstype.ObjectType#442
Closure, 104, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 105, com.google.javascript.jscomp.FoldConstants#1463, 1, 17, 18, 51, 33, 9, 8, 1, 15, com.google.javascript.jscomp.FoldConstants#91, com.google.javascript.rhino.Node#515/com.google.javascript.rhino.Node$StringNode#297/com.google.javascript.jscomp.NodeUtil#800/com.google.javascript.jscomp.NodeUtil#177/com.google.javascript.rhino.Node#499/com.google.javascript.jscomp.Compiler#1402/com.google.javascript.rhino.Node#366/com.google.javascript.rhino.Node#1768/com.google.javascript.rhino.Node#535/com.google.javascript.jscomp.InlineCostEstimator#40/com.google.javascript.rhino.Node#527/com.google.javascript.rhino.Node#1306/com.google.javascript.jscomp.NodeUtil#111/com.google.javascript.rhino.Node#673/com.google.javascript.rhino.Node#579/com.google.common.collect.Lists#282/com.google.javascript.jscomp.NodeTraversal#372
Closure, 106, com.google.javascript.jscomp.GlobalNamespace$Name#900, 4, 1, 5, 17, 12, 177, 174, 3, 197, com.google.javascript.jscomp.GlobalNamespace$Name#900/com.google.javascript.jscomp.GlobalNamespace$Name#879/com.google.javascript.jscomp.GlobalNamespace$Name#894/com.google.javascript.jscomp.CollapseProperties#441, com.google.javascript.jscomp.GlobalNamespace$Name#900
Closure, 107, com.google.javascript.jscomp.AbstractCommandLineRunner#806, 1, 2, 3, 78, 60, 111, 110, 1, 128, com.google.javascript.jscomp.AbstractCommandLineRunner#734, com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig#1534/com.google.javascript.jscomp.AbstractCommandLineRunner#1514
Closure, 108, com.google.javascript.jscomp.ScopedAliases$Traversal#524, 1, 13, 14, 77, 28, 266, 265, 1, 816, com.google.javascript.jscomp.NodeTraversal#516, com.google.javascript.jscomp.NodeTraversal#676/com.google.javascript.jscomp.ScopedAliases$Traversal#294/com.google.javascript.jscomp.NodeTraversal#633/com.google.javascript.jscomp.Scope$Var#144/com.google.javascript.rhino.JSDocInfo#1596/com.google.javascript.rhino.Node$StringNode#214/com.google.javascript.jscomp.ScopedAliases$Traversal#500/com.google.javascript.rhino.Node#1326/com.google.javascript.jscomp.ScopedAliases$Traversal#592/com.google.javascript.jscomp.Scope#529/com.google.javascript.jscomp.NodeUtil#2102/com.google.javascript.rhino.Node#1884/com.google.javascript.rhino.Node#526
Closure, 109, com.google.javascript.jscomp.parsing.JsDocInfoParser#1908, 1, 1, 2, 42, 35, 95, 93, 2, 107, com.google.javascript.jscomp.parsing.JsDocInfoParser#1992, com.google.javascript.jscomp.parsing.JsDocInfoParser#1948
Closure, 110, com.google.javascript.jscomp.ScopedAliases$Traversal#353, 1, 9, 10, 53, 23, 60, 58, 2, 4023, com.google.javascript.jscomp.ScopedAliases$Traversal#295, com.google.javascript.jscomp.NodeTraversal#633/com.google.javascript.jscomp.Scope$Var#144/com.google.javascript.jscomp.Scope$Var#178/com.google.javascript.rhino.Node$StringNode#214/com.google.javascript.jscomp.Scope#574/com.google.javascript.rhino.Node#1323/com.google.javascript.rhino.Node#2435/com.google.javascript.jscomp.ScopedAliases$Traversal#348/com.google.javascript.rhino.Node#526
Closure, 111, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 112, com.google.javascript.jscomp.TypeInference#1185, 1, 11, 12, 215, 55, 1294, 1292, 2, 1324, com.google.javascript.jscomp.TypeInference#965, com.google.javascript.jscomp.TypeInference$TemplateTypeReplacer#1164/com.google.javascript.jscomp.TypeInference#1033/com.google.javascript.rhino.jstype.FunctionType#257/com.google.javascript.rhino.jstype.FunctionType#1066/com.google.common.base.Preconditions#191/com.google.javascript.rhino.jstype.TemplateTypeMap#104/com.google.javascript.rhino.Node#1842/com.google.javascript.rhino.Node#538/com.google.javascript.rhino.jstype.FunctionType#324/com.google.javascript.rhino.jstype.JSType#456/com.google.common.collect.SingletonImmutableList#106
Closure, 113, com.google.javascript.jscomp.ProcessClosurePrimitives#296, 1, 8, 9, 35, 26, 27, 26, 1, 27, com.google.javascript.jscomp.ProcessClosurePrimitives#203, com.google.javascript.jscomp.NodeTraversal#432/com.google.javascript.jscomp.ProcessClosurePrimitives#1172/com.google.javascript.rhino.Node$StringNode#214/com.google.javascript.jscomp.ProcessClosurePrimitives$UnrecognizedRequire#1227/com.google.javascript.jscomp.ProcessClosurePrimitives#770/com.google.javascript.jscomp.ProcessClosurePrimitives#1212/com.google.javascript.rhino.Node#538/com.google.javascript.rhino.Node#546
Closure, 114, com.google.javascript.jscomp.NameAnalyzer$FindDependencyScopes#559, 1, 5, 6, 21, 10, 233, 232, 1, 234, com.google.javascript.jscomp.NameAnalyzer$FindDependencyScopes#505, com.google.javascript.rhino.Node#1322/com.google.javascript.jscomp.NameAnalyzer$FindDependencyScopes#594/com.google.javascript.jscomp.NameAnalyzer#78/com.google.javascript.rhino.Node#538/com.google.javascript.rhino.Node#2302
Closure, 115, com.google.javascript.jscomp.FunctionInjector#691, 1, 13, 14, 105, 42, 156, 149, 7, 163, com.google.javascript.jscomp.FunctionInjector#180, com.google.javascript.rhino.Node#2350/com.google.javascript.jscomp.NodeUtil#770/com.google.javascript.rhino.Node#2390/com.google.javascript.jscomp.NodeUtil#781/com.google.javascript.jscomp.FunctionInjector#544/com.google.javascript.jscomp.NodeUtil#1129/com.google.common.base.Preconditions#133/com.google.javascript.jscomp.NodeUtil#2849/com.google.javascript.rhino.Node#1392/com.google.javascript.rhino.Node#534/com.google.javascript.rhino.Node#538/com.google.javascript.rhino.Node#546/com.google.javascript.rhino.Node#542
Closure, 116, com.google.javascript.jscomp.FunctionInjector#691, 1, 11, 12, 127, 52, 159, 151, 8, 165, com.google.javascript.jscomp.FunctionInjector#180, com.google.javascript.rhino.Node#2350/com.google.javascript.jscomp.NodeUtil#770/com.google.javascript.jscomp.NodeUtil#781/com.google.javascript.jscomp.NodeUtil#2045/com.google.javascript.jscomp.NodeUtil#2036/com.google.javascript.jscomp.FunctionInjector#544/com.google.common.base.Preconditions#132/com.google.javascript.jscomp.NodeUtil#2849/com.google.javascript.rhino.Node#538/com.google.javascript.rhino.Node#546/com.google.javascript.rhino.Node#542
Closure, 117, com.google.javascript.jscomp.TypeValidator#731, 1, 10, 11, 41, 18, 352, 351, 1, 417, com.google.javascript.jscomp.TypeCheck#1461, com.google.javascript.jscomp.TypeValidator#784/com.google.javascript.rhino.Node$StringNode#214/com.google.javascript.rhino.jstype.JSType#794/com.google.javascript.rhino.jstype.InstanceObjectType#82/com.google.javascript.rhino.jstype.FunctionType#199/com.google.javascript.rhino.jstype.JSType#1407/com.google.javascript.rhino.jstype.ObjectType#445/com.google.javascript.rhino.Node#538/com.google.javascript.rhino.Node#542/com.google.javascript.rhino.Node#2318
Closure, 118, com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties#491, 1, 9, 10, 24, 14, 21, 19, 2, 39, com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties#439, com.google.javascript.rhino.Node$StringNode#214/com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties#546/com.google.javascript.jscomp.DisambiguateProperties#78/com.google.javascript.jscomp.DisambiguateProperties$Property#269/com.google.javascript.jscomp.DisambiguateProperties#363/com.google.javascript.rhino.Node#538/com.google.javascript.jscomp.DisambiguateProperties$AbstractScopingCallback#400/com.google.javascript.rhino.Node#546/com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem#748
Closure, 119, com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#307, 1, 12, 13, 38, 25, 765, 764, 1, 765, com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#297, com.google.javascript.jscomp.GlobalNamespace#52/com.google.javascript.rhino.Node$StringNode#214/com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#635/com.google.javascript.rhino.Node#1576/com.google.javascript.rhino.Node#1322/com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#550/com.google.javascript.rhino.Node#538/com.google.javascript.jscomp.NodeUtil#1516/com.google.javascript.rhino.Node#526/com.google.javascript.jscomp.NodeUtil#1975/com.google.javascript.rhino.Node#546/com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#509
Closure, 120, com.google.javascript.jscomp.ReferenceCollectingCallback$ReferenceCollection#422, 2, 3, 5, 27, 12, 204, 203, 1, 211, com.google.javascript.jscomp.InlineVariables$InliningBehavior#257/com.google.javascript.jscomp.InlineVariables$InliningBehavior#169, com.google.javascript.jscomp.ReferenceCollectingCallback$ReferenceCollection#445/com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#594/com.google.javascript.jscomp.ReferenceCollectingCallback$BasicBlock#640
Closure, 121, com.google.javascript.jscomp.InlineVariables$InliningBehavior#257, 1, 12, 13, 101, 31, 184, 183, 1, 185, com.google.javascript.jscomp.InlineVariables$InliningBehavior#196, com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#611/com.google.javascript.jscomp.InlineVariables$InliningBehavior#353/com.google.javascript.jscomp.ReferenceCollectingCallback$ReferenceCollection#422/com.google.javascript.jscomp.InlineVariables$AliasCandidate#127/com.google.javascript.jscomp.InlineVariables$InliningBehavior#521/com.google.javascript.jscomp.InlineVariables$InliningBehavior#683/com.google.javascript.jscomp.ReferenceCollectingCallback$ReferenceCollection#396/com.google.javascript.jscomp.ReferenceCollectingCallback$ReferenceCollection#311/com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#567/com.google.javascript.jscomp.Scope$Var#303/com.google.common.base.Preconditions#190/com.google.javascript.jscomp.InlineVariables$InliningBehavior#387
Closure, 122, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
